Silicate_ID,Structure,E_ads,Area
FOR010_29,"{'numbers': [8, 12, 14, 8, 8, 8, 8, 8, 12, 14, 8, 8, 6, 8, 8, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 12, 14, 8, 8, 8, 8, 6, 8, 8, 8, 6], 'positions': [[5.21392559, 1.20596807, 5.41218391], [3.90566938, 2.5835496, 4.22085653], [3.90566938, 5.30476018, 6.12478963], [3.90566938, 3.67897538, 6.14917273], [0.87262031, 3.88256334, 6.55747731], [2.59741316, 6.01609338, 5.41218391], [5.21392559, 6.01609338, 5.41218391], [0.52625437, 5.169272, 7.95168957], [3.90566938, 7.39367491, 4.22085653], [3.90566938, 10.11488549, 6.12478963], [3.90566938, 8.48910069, 6.14917273], [5.21392559, 10.82621869, 5.41218391], [5.9999995, 1.18987469, 8.54249457], [6.5923525, 0.35914669, 7.95168957], [5.4076475, 2.02060269, 9.13329957], [6.93871844, 4.98861225, 4.79501663], [9.97176751, 5.30476018, 6.12478963], [9.97176751, 3.67897538, 6.14917273], [6.93871844, 6.08403803, 2.86670043], [6.93871844, 3.88256334, 6.55747731], [8.6635113, 6.01609338, 5.41218391], [8.24697466, 3.61103073, 3.60368925], [5.63046223, 3.61103073, 3.60368925], [6.5923525, 5.169272, 7.95168957], [5.4076475, 6.830728, 9.13329957], [6.93871844, 9.79873756, 4.79501663], [6.93871844, 7.70982283, 2.89108353], [9.97176751, 8.48910069, 6.14917273], [6.93871844, 8.69268865, 6.55747731], [8.24697466, 8.42115604, 3.60368925], [5.63046223, 8.42115604, 3.60368925], [5.9999995, 10.81012531, 8.54249457], [6.5923525, 9.97939731, 7.95168957], [5.4076475, 11.64085331, 9.13329957], [11.47374563, 6.830728, 9.13329957], [5.9999995, 6.0, 8.54249457]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-3.29244267245053, 177.960242160391, 2.87927904030536, -0.591217702448603]",29.17868964225
FOR010_30,"{'numbers': [8, 6, 8, 8, 12, 14, 8, 8, 8, 8, 8, 8, 8, 12, 12, 14, 8, 8, 8, 8, 8, 6, 8, 8, 12, 8, 8, 12, 8, 8, 6], 'positions': [[1.24215808, 4.997579, 5.8838192], [5.9726705, 1.18987519, 8.79419885], [6.0918705, 2.32995519, 9.06996885], [5.8534705, 0.04979419, 8.51842885], [2.96695093, 3.97009787, 5.26665192], [6.0, 4.2862458, 6.59642492], [6.0, 2.660461, 6.62080802], [6.0, 5.26911162, 2.93003115], [2.96695093, 2.86404896, 7.02911259], [4.69174379, 4.997579, 5.8838192], [7.30825621, 4.997579, 5.8838192], [6.0918705, 7.1400805, 9.06996885], [5.8534705, 4.8599195, 8.51842885], [6.0, 6.37516053, 4.69249182], [2.96695093, 8.78022318, 5.26665192], [6.0, 9.09637111, 6.59642492], [6.0, 7.47058631, 6.62080802], [2.96695093, 7.67417427, 7.02911259], [4.69174379, 9.80770431, 5.8838192], [4.27520715, 7.40264166, 4.07532454], [7.30825621, 9.80770431, 5.8838192], [5.9726705, 10.81012581, 8.79419885], [6.0918705, 11.95020581, 9.06996885], [5.8534705, 9.67004481, 8.51842885], [9.03304907, 3.97009787, 5.26665192], [9.03304907, 2.86404896, 7.02911259], [10.75784192, 4.997579, 5.8838192], [9.03304907, 8.78022318, 5.26665192], [9.03304907, 7.67417427, 7.02911259], [7.72479285, 7.40264166, 4.07532454], [5.9726705, 6.0000005, 8.79419885]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.84543844504992, 179.357735634884, 3.06977121002067, -0.243787963850309]",29.17868964225
FOR010_31,"{'numbers': [8, 8, 6, 8, 8, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 12, 12, 14, 8, 8, 8, 8, 8, 6, 8, 8, 12, 8, 8, 8, 12, 8, 8, 6], 'positions': [[1.40804965, 5.52458589, 5.099313], [1.02894737, 5.9830055, 7.83596366], [5.9999995, 1.18987519, 8.27257266], [7.0950455, 1.17288019, 7.83596366], [4.9049545, 1.20686919, 8.70918166], [6.16589157, 2.09204211, 3.90798562], [3.1328425, 4.49710476, 4.48214573], [6.16589157, 4.81325269, 5.81191872], [6.16589157, 3.18746789, 5.83630182], [3.1328425, 3.39105585, 6.2446064], [4.85763536, 5.52458589, 5.099313], [4.44109872, 3.11952324, 3.29081834], [7.47414778, 5.52458589, 5.099313], [7.0950455, 5.9830055, 7.83596366], [4.9049545, 6.0169945, 8.70918166], [6.16589157, 6.90216742, 3.90798562], [3.1328425, 9.30723007, 4.48214573], [6.16589157, 9.623378, 5.81191872], [6.16589157, 7.9975932, 5.83630182], [3.1328425, 8.20118116, 6.2446064], [4.85763536, 10.3347112, 5.099313], [4.44109872, 7.92964855, 3.29081834], [7.47414778, 10.3347112, 5.099313], [5.9999995, 10.81012581, 8.27257266], [7.0950455, 10.79313081, 7.83596366], [4.9049545, 10.82711981, 8.70918166], [9.19894063, 4.49710476, 4.48214573], [9.19894063, 3.39105585, 6.2446064], [10.92373349, 5.52458589, 5.099313], [10.97105263, 6.0169945, 8.70918166], [9.19894063, 9.30723007, 4.48214573], [9.19894063, 8.20118116, 6.2446064], [7.89068442, 7.92964855, 3.29081834], [5.9999995, 6.0000005, 8.27257266]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.28905628285179, 175.845783522043, 2.78390273258451, -0.681178340653105]",29.17868964225
FOR010_32,"{'numbers': [14, 8, 8, 8, 8, 14, 8, 6, 8, 8, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 14, 8, 8, 8, 6, 8, 8, 12, 8, 8, 8, 6], 'positions': [[1.3919774, 5.76687365, 6.13353813], [1.3919774, 4.14108885, 6.15792123], [2.70023361, 6.47820685, 5.42093241], [0.76773687, 5.3923405, 9.12455107], [1.3919774, 8.95121416, 6.15792123], [7.45807553, 0.95674834, 6.13353813], [6.14981932, 1.66808154, 5.42093241], [6.0, 1.18987419, 8.55401707], [6.833835, 0.58221519, 9.12455107], [5.166165, 1.79753419, 7.98348307], [7.45807553, 3.04566307, 4.22960503], [4.42502646, 5.45072572, 4.80376513], [7.45807553, 5.76687365, 6.13353813], [7.45807553, 4.14108885, 6.15792123], [4.42502646, 6.5461515, 2.87544893], [4.42502646, 4.34467681, 6.56622581], [6.14981932, 6.47820685, 5.42093241], [5.73328268, 4.0731442, 3.61243775], [8.76633174, 6.47820685, 5.42093241], [6.833835, 5.3923405, 9.12455107], [5.166165, 6.6076595, 7.98348307], [7.45807553, 7.85578838, 4.22960503], [4.42502646, 10.26085103, 4.80376513], [7.45807553, 10.57699896, 6.13353813], [7.45807553, 8.95121416, 6.15792123], [4.42502646, 9.15480212, 6.56622581], [5.73328268, 8.88326951, 3.61243775], [6.0, 10.81012481, 8.55401707], [6.833835, 10.20246581, 9.12455107], [5.166165, 11.41778481, 7.98348307], [10.49112459, 5.45072572, 4.80376513], [10.49112459, 4.34467681, 6.56622581], [11.23226313, 6.6076595, 7.98348307], [10.49112459, 9.15480212, 6.56622581], [6.0, 5.9999995, 8.55401707]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.2795046101503, 178.005658568392, 2.97503470070161, -0.519969722249925]",29.17868964225
FOR010_33,"{'numbers': [14, 8, 8, 12, 14, 8, 8, 8, 8, 8, 12, 8, 8, 6, 8, 8, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 6], 'positions': [[4.03660414, 1.5239204, 6.16533263], [2.72834792, 2.2352536, 5.45272691], [5.34486035, 2.2352536, 5.45272691], [4.03660414, 3.61283513, 4.26139953], [4.03660414, 6.33404571, 6.16533263], [4.03660414, 4.70826091, 6.18971573], [1.00355507, 4.91184887, 6.59802031], [2.72834792, 7.04537891, 5.45272691], [5.34486035, 7.04537891, 5.45272691], [0.58746337, 5.145042, 8.12954257], [4.03660414, 8.42296044, 4.26139953], [4.03660414, 9.51838622, 6.18971573], [8.79444606, 2.2352536, 5.45272691], [5.9999995, 1.18987469, 8.61114957], [5.3464385, 2.04483269, 9.09275657], [6.6535615, 0.33491669, 8.12954257], [7.0696532, 6.01789778, 4.83555963], [10.10270227, 6.33404571, 6.16533263], [10.10270227, 4.70826091, 6.18971573], [7.0696532, 7.11332356, 2.90724343], [7.0696532, 4.91184887, 6.59802031], [8.79444606, 7.04537891, 5.45272691], [8.37790942, 4.64031626, 3.64423225], [5.76139699, 4.64031626, 3.64423225], [5.3464385, 6.854958, 9.09275657], [6.6535615, 5.145042, 8.12954257], [10.10270227, 9.51838622, 6.18971573], [7.0696532, 9.72197418, 6.59802031], [5.9999995, 10.81012531, 8.61114957], [5.3464385, 11.66508331, 9.09275657], [6.6535615, 9.95516731, 8.12954257], [11.41253663, 6.854958, 9.09275657], [5.9999995, 6.0, 8.61114957]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.8400889586494, 179.563514344855, 3.01314171914923, -0.216628823648762]",29.17868964225
FOR010_34,"{'numbers': [14, 8, 12, 14, 8, 8, 8, 8, 12, 14, 8, 8, 8, 6, 8, 8, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 8, 8, 6, 8, 8, 6], 'positions': [[2.96695093, 1.98658295, 6.33749063], [4.27520715, 2.69791615, 5.62488491], [2.96695093, 4.07549768, 4.43355753], [2.96695093, 6.79670826, 6.33749063], [2.96695093, 5.17092346, 6.36187373], [1.65869472, 7.50804146, 5.62488491], [4.27520715, 7.50804146, 5.62488491], [2.96695093, 9.98104877, 6.36187373], [6.0, 1.67043502, 5.00771763], [9.03304907, 1.98658295, 6.33749063], [6.0, 0.56438611, 6.77017831], [7.72479285, 2.69791615, 5.62488491], [10.34130528, 2.69791615, 5.62488491], [6.28574453, 1.18987419, 8.56520857], [6.31311053, 0.06604619, 8.92059857], [6.25837853, 2.31370319, 8.20981957], [9.03304907, 4.07549768, 4.43355753], [6.0, 6.48056033, 5.00771763], [9.03304907, 6.79670826, 6.33749063], [6.0, 4.3916456, 3.10378453], [9.03304907, 5.17092346, 6.36187373], [6.0, 7.57598611, 3.07940143], [6.0, 5.37451142, 6.77017831], [7.72479285, 7.50804146, 5.62488491], [7.30825621, 5.10297881, 3.81639025], [4.69174379, 5.10297881, 3.81639025], [10.34130528, 7.50804146, 5.62488491], [6.31311053, 4.8761715, 8.92059857], [6.25837853, 7.1238285, 8.20981957], [9.03304907, 8.88562299, 4.43355753], [9.03304907, 9.98104877, 6.36187373], [6.0, 10.18463673, 6.77017831], [6.28574453, 10.81012481, 8.56520857], [6.31311053, 9.68629681, 8.92059857], [6.25837853, 11.93395381, 8.20981957], [6.28574453, 5.9999995, 8.56520857]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-1.65182460274923, 111.728494918949, 1.25949012791655, -1.68504378664989]",29.17868964225
FOR010_35,"{'numbers': [14, 8, 8, 8, 12, 14, 8, 8, 8, 8, 8, 8, 12, 8, 12, 14, 8, 8, 6, 8, 8, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 6], 'positions': [[4.04118243, 2.61828715, 6.45293313], [4.04118243, 0.99250235, 6.47731623], [2.73292621, 3.32962035, 5.74032741], [5.34943864, 3.32962035, 5.74032741], [4.04118243, 4.70720188, 4.54900003], [4.04118243, 7.42841246, 6.45293313], [4.04118243, 5.80262766, 6.47731623], [1.00813336, 6.00621562, 6.88562081], [2.73292621, 8.13974566, 5.74032741], [2.31638957, 5.73468301, 3.93183275], [5.34943864, 8.13974566, 5.74032741], [1.17207438, 6.15389434, 8.80515607], [4.04118243, 9.51732719, 4.54900003], [4.04118243, 10.61275297, 6.47731623], [7.07423149, 2.30213922, 5.12316013], [10.10728056, 2.61828715, 6.45293313], [7.07423149, 1.19609031, 6.88562081], [8.79902434, 3.32962035, 5.74032741], [6.08197051, 1.36550803, 8.57544907], [7.23817251, 1.34376903, 8.80515607], [4.92576851, 1.38724703, 8.34574107], [10.10728056, 4.70720188, 4.54900003], [7.07423149, 7.11226453, 5.12316013], [10.10728056, 7.42841246, 6.45293313], [7.07423149, 5.0233498, 3.21922703], [10.10728056, 5.80262766, 6.47731623], [7.07423149, 8.20769031, 3.19484393], [7.07423149, 6.00621562, 6.88562081], [8.79902434, 8.13974566, 5.74032741], [8.3824877, 5.73468301, 3.93183275], [5.76597528, 5.73468301, 3.93183275], [7.23817251, 6.15389434, 8.80515607], [4.92576851, 6.19737234, 8.34574107], [7.07423149, 10.81634094, 6.88562081], [6.08197051, 10.98575865, 8.57544907], [7.23817251, 10.96401965, 8.80515607], [4.92576851, 11.00749765, 8.34574107], [10.99186664, 6.19737234, 8.34574107], [6.08197051, 6.17563334, 8.57544907]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-3.18545859124902, 179.576738804555, 1.17515177775869, -0.629378337948992]",29.17868964225
FOR010_36,"{'numbers': [14, 8, 8, 12, 14, 8, 8, 8, 8, 8, 12, 8, 12, 14, 8, 8, 6, 8, 8, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 6], 'positions': [[3.78788386, 2.18380841, 6.21383358], [2.47962765, 2.89514161, 5.50122786], [5.09614007, 2.89514161, 5.50122786], [3.78788386, 4.27272314, 4.30990048], [3.78788386, 6.99393372, 6.21383358], [3.78788386, 5.36814892, 6.23821668], [0.7548348, 5.57173688, 6.64652126], [2.47962765, 7.70526692, 5.50122786], [5.09614007, 7.70526692, 5.50122786], [1.06559694, 5.4449605, 8.30214752], [3.78788386, 9.08284845, 4.30990048], [3.78788386, 10.17827423, 6.23821668], [6.82093293, 1.86766048, 4.88406059], [9.85398199, 2.18380841, 6.21383358], [6.82093293, 0.76161157, 6.64652126], [8.54572578, 2.89514161, 5.50122786], [6.15538107, 1.18987419, 8.66100952], [5.17906707, 1.74491419, 9.01987252], [7.13169507, 0.63483519, 8.30214752], [9.85398199, 4.27272314, 4.30990048], [6.82093293, 6.67778579, 4.88406059], [9.85398199, 6.99393372, 6.21383358], [6.82093293, 4.58887106, 2.98012748], [9.85398199, 5.36814892, 6.23821668], [6.82093293, 5.57173688, 6.64652126], [8.54572578, 7.70526692, 5.50122786], [8.12918914, 5.30020427, 3.6927332], [5.51267671, 5.30020427, 3.6927332], [5.17906707, 6.5550395, 9.01987252], [7.13169507, 5.4449605, 8.30214752], [6.82093293, 10.38186219, 6.64652126], [6.15538107, 10.81012481, 8.66100952], [5.17906707, 11.36516481, 9.01987252], [7.13169507, 10.25508581, 8.30214752], [11.2451652, 6.5550395, 9.01987252], [6.15538107, 5.9999995, 8.66100952]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-1.5720867381508, 118.920566295874, 1.28124575001184, -1.61584298704952]",29.17868964225
FOR010_37,"{'numbers': [14, 8, 8, 12, 14, 8, 8, 8, 8, 12, 14, 8, 8, 8, 6, 8, 8, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 6], 'positions': [[2.80468295, 2.66603526, 6.37138663], [1.49642673, 3.37736847, 5.65878091], [4.11293916, 3.37736847, 5.65878091], [2.80468295, 4.75494999, 4.46745353], [2.80468295, 7.47616057, 6.37138663], [2.80468295, 5.85037577, 6.39576973], [1.49642673, 8.18749378, 5.65878091], [4.11293916, 8.18749378, 5.65878091], [1.08348037, 5.94603626, 8.88670257], [5.83773201, 2.34988733, 5.04161363], [8.87078108, 2.66603526, 6.37138663], [5.83773201, 1.24383843, 6.80407431], [7.56252487, 3.37736847, 5.65878091], [10.17903729, 3.37736847, 5.65878091], [6.0000005, 1.16002695, 8.62607257], [4.8504215, 1.18414295, 8.36544157], [7.1495785, 1.13591095, 8.88670257], [8.87078108, 4.75494999, 4.46745353], [5.83773201, 7.16001264, 5.04161363], [8.87078108, 7.47616057, 6.37138663], [5.83773201, 5.07109791, 3.13768053], [8.87078108, 5.85037577, 6.39576973], [5.83773201, 8.25543843, 3.11329743], [5.83773201, 6.05396374, 6.80407431], [7.56252487, 8.18749378, 5.65878091], [7.14598823, 5.78243112, 3.85028625], [4.5294758, 5.78243112, 3.85028625], [10.17903729, 8.18749378, 5.65878091], [4.8504215, 5.99426826, 8.36544157], [7.1495785, 5.94603626, 8.88670257], [8.87078108, 10.66050108, 6.39576973], [5.83773201, 10.86408905, 6.80407431], [6.0000005, 10.78027757, 8.62607257], [4.8504215, 10.80439357, 8.36544157], [7.1495785, 10.75616157, 8.88670257], [10.91651963, 5.99426826, 8.36544157], [6.0000005, 5.97015226, 8.62607257]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-1.60105992535068, 116.617419741688, 1.27199737669115, -1.62870451665117]",29.17868964225
FOR010_38,"{'numbers': [14, 8, 8, 12, 14, 8, 8, 8, 8, 8, 12, 8, 12, 8, 8, 6, 8, 8, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 6], 'positions': [[4.25635526, 1.92250173, 5.82770322], [2.94809904, 2.63383493, 5.1150975], [5.56461147, 2.63383493, 5.1150975], [4.25635526, 4.01141646, 3.92377012], [4.25635526, 6.73262704, 5.82770322], [4.25635526, 5.10684224, 5.85208632], [1.22330619, 5.3104302, 6.2603909], [2.94809904, 7.44396024, 5.1150975], [5.56461147, 7.44396024, 5.1150975], [0.36606087, 4.999418, 8.69339716], [4.25635526, 8.82154177, 3.92377012], [4.25635526, 9.91696755, 5.85208632], [7.28940432, 1.6063538, 4.49793023], [7.28940432, 0.50030489, 6.2603909], [9.01419718, 2.63383493, 5.1150975], [6.0, 1.18987469, 8.24382416], [6.432159, 0.18929269, 8.69339716], [5.567841, 2.19045669, 7.79425216], [7.28940432, 6.41647911, 4.49793023], [10.32245339, 6.73262704, 5.82770322], [10.32245339, 5.10684224, 5.85208632], [7.28940432, 5.3104302, 6.2603909], [9.01419718, 7.44396024, 5.1150975], [8.59766054, 5.03889759, 3.30660284], [5.98114811, 5.03889759, 3.30660284], [6.432159, 4.999418, 8.69339716], [5.567841, 7.000582, 7.79425216], [7.28940432, 10.12055551, 6.2603909], [6.0, 10.81012531, 8.24382416], [6.432159, 9.80954331, 8.69339716], [5.567841, 11.81070731, 7.79425216], [11.63393913, 7.000582, 7.79425216], [6.0, 6.0, 8.24382416]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.1898269704518, 177.429650243159, 3.04579828607754, -0.484444781651518]",29.17868964225
FOR010_39,"{'numbers': [14, 8, 8, 8, 12, 14, 8, 8, 8, 8, 8, 8, 12, 14, 8, 8, 6, 8, 8, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 6], 'positions': [[3.91646176, 2.7687505, 6.13140158], [3.91646176, 1.1429657, 6.15578468], [2.60820554, 3.4800837, 5.41879586], [5.22471797, 3.4800837, 5.41879586], [3.91646176, 4.85766523, 4.22746848], [3.91646176, 7.57887581, 6.13140158], [3.91646176, 5.95309101, 6.15578468], [0.88341269, 6.15667897, 6.56408926], [2.60820554, 8.29020901, 5.41879586], [5.22471797, 8.29020901, 5.41879586], [0.44626437, 6.9216735, 9.10230452], [3.91646176, 10.76321632, 6.15578468], [6.94951082, 2.45260257, 4.80162859], [9.98255989, 2.7687505, 6.13140158], [6.94951082, 1.34655366, 6.56408926], [8.67430368, 3.4800837, 5.41879586], [5.9999995, 1.18987519, 8.57500652], [5.4876375, 0.26820119, 8.04770752], [6.5123625, 2.11154819, 9.10230452], [6.94951082, 7.26272788, 4.80162859], [9.98255989, 7.57887581, 6.13140158], [6.94951082, 5.17381315, 2.89769548], [9.98255989, 5.95309101, 6.15578468], [6.94951082, 6.15667897, 6.56408926], [8.67430368, 8.29020901, 5.41879586], [8.25776704, 5.88514636, 3.6103012], [5.64125461, 5.88514636, 3.6103012], [5.4876375, 5.0783265, 8.04770752], [6.5123625, 6.9216735, 9.10230452], [6.94951082, 10.96680428, 6.56408926], [5.9999995, 10.81012581, 8.57500652], [5.4876375, 9.88845181, 8.04770752], [6.5123625, 11.73179881, 9.10230452], [11.55373563, 5.0783265, 8.04770752], [5.9999995, 6.0000005, 8.57500652]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.97246493655007, 179.495096691951, 3.49645101872916, -0.191333731448367]",29.17868964225
FOR010_43,"{'numbers': [14, 8, 12, 14, 8, 8, 8, 8, 12, 8, 12, 14, 8, 8, 6, 8, 8, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 6], 'positions': [[3.33359907, 2.14160893, 6.36352763], [4.64185528, 2.85294214, 5.65092191], [3.33359907, 4.23052366, 4.45959453], [3.33359907, 6.95173424, 6.36352763], [3.33359907, 5.32594945, 6.38791073], [2.02534285, 7.66306745, 5.65092191], [4.64185528, 7.66306745, 5.65092191], [1.08646237, 6.47046259, 8.89456157], [3.33359907, 9.04064898, 4.45959453], [3.33359907, 10.13607476, 6.38791073], [6.36664813, 1.82546101, 5.03375463], [9.3996972, 2.14160893, 6.36352763], [6.36664813, 0.7194121, 6.79621531], [8.09144099, 2.85294214, 5.65092191], [6.0000005, 1.46056528, 8.74713157], [7.1525605, 1.66033728, 8.89456157], [4.8474395, 1.26079328, 8.59970157], [9.3996972, 4.23052366, 4.45959453], [6.36664813, 6.63558632, 5.03375463], [9.3996972, 6.95173424, 6.36352763], [6.36664813, 4.54667159, 3.12982153], [9.3996972, 5.32594945, 6.38791073], [6.36664813, 7.7310121, 3.10543843], [6.36664813, 5.52953741, 6.79621531], [8.09144099, 7.66306745, 5.65092191], [7.67490435, 5.2580048, 3.84242725], [5.05839192, 5.2580048, 3.84242725], [10.70795341, 7.66306745, 5.65092191], [7.1525605, 6.47046259, 8.89456157], [4.8474395, 6.07091859, 8.59970157], [9.3996972, 10.13607476, 6.38791073], [6.36664813, 10.33966272, 6.79621531], [6.0000005, 11.0808159, 8.74713157], [7.1525605, 11.2805879, 8.89456157], [4.8474395, 10.8810439, 8.59970157], [10.91353763, 6.07091859, 8.59970157], [6.0000005, 6.27069059, 8.74713157]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-3.16094188075044, 177.975616429578, 2.99657296377479, -0.461374968549762]",29.17868964225
FOR010_44,"{'numbers': [14, 8, 14, 8, 8, 8, 12, 14, 8, 8, 8, 8, 8, 6, 8, 8, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 12, 8, 8, 6, 8, 8, 12, 8, 8, 8, 6], 'positions': [[1.28864851, 2.89445765, 6.54828663], [2.59690472, 3.60579086, 5.83568091], [1.28864851, 7.70458296, 6.54828663], [1.28864851, 6.07879816, 6.57266973], [2.59690472, 8.41591617, 5.83568091], [1.09787387, 5.99346287, 8.70980257], [4.32169757, 2.57830972, 5.21851363], [7.35474664, 2.89445765, 6.54828663], [7.35474664, 1.26867285, 6.57266973], [4.32169757, 3.67373551, 3.29019743], [4.32169757, 1.47226082, 6.98097431], [6.04649043, 3.60579086, 5.83568091], [8.66300285, 3.60579086, 5.83568091], [6.0, 1.04541356, 8.58257257], [7.163972, 1.18333756, 8.70980257], [4.836028, 0.90748856, 8.45534257], [7.35474664, 4.98337238, 4.64435353], [4.32169757, 7.38843503, 5.21851363], [7.35474664, 7.70458296, 6.54828663], [4.32169757, 5.2995203, 3.31458053], [7.35474664, 6.07879816, 6.57266973], [4.32169757, 6.28238613, 6.98097431], [6.04649043, 8.41591617, 5.83568091], [5.62995379, 6.01085351, 4.02718625], [3.01344136, 6.01085351, 4.02718625], [8.66300285, 8.41591617, 5.83568091], [7.163972, 5.99346287, 8.70980257], [4.836028, 5.71761387, 8.45534257], [7.35474664, 9.79349769, 4.64435353], [7.35474664, 10.88892347, 6.57266973], [4.32169757, 11.09251144, 6.98097431], [6.0, 10.66566418, 8.58257257], [7.163972, 10.80358818, 8.70980257], [4.836028, 10.52773918, 8.45534257], [10.3877957, 7.38843503, 5.21851363], [10.3877957, 6.28238613, 6.98097431], [9.07953949, 6.01085351, 4.02718625], [10.90212613, 5.71761387, 8.45534257], [6.0, 5.85553887, 8.58257257]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-0.768443826950943, 126.190475083255, 1.44306618253573, -1.187935438252]",29.17868964225
FOR010_45,"{'numbers': [8, 14, 8, 8, 8, 8, 12, 8, 14, 8, 6, 8, 8, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 14, 8, 8, 8, 6, 8, 8, 8, 6], 'positions': [[3.77277434, 1.8686186, 5.46507541], [2.46451813, 5.96741071, 6.17768113], [2.46451813, 4.34162591, 6.20206423], [1.15626191, 6.67874391, 5.46507541], [3.77277434, 6.67874391, 5.46507541], [0.96935837, 6.277262, 8.09858007], [2.46451813, 8.05632544, 4.27374803], [2.46451813, 9.15175122, 6.20206423], [8.53061626, 1.1572854, 6.17768113], [7.22236005, 1.8686186, 5.46507541], [6.0000005, 1.18987469, 8.58949407], [4.9645435, 0.91261269, 9.08040807], [7.0354565, 1.46713669, 8.09858007], [8.53061626, 3.24620013, 4.27374803], [5.49756719, 5.65126278, 4.84790813], [8.53061626, 5.96741071, 6.17768113], [8.53061626, 4.34162591, 6.20206423], [5.49756719, 6.74668856, 2.91959193], [5.49756719, 4.54521387, 6.61036881], [7.22236005, 6.67874391, 5.46507541], [6.80582341, 4.27368126, 3.65658075], [4.18931098, 4.27368126, 3.65658075], [9.83887247, 6.67874391, 5.46507541], [4.9645435, 5.722738, 9.08040807], [7.0354565, 6.277262, 8.09858007], [8.53061626, 8.05632544, 4.27374803], [5.49756719, 10.46138809, 4.84790813], [8.53061626, 10.77753602, 6.17768113], [8.53061626, 9.15175122, 6.20206423], [5.49756719, 9.35533918, 6.61036881], [6.80582341, 9.08380657, 3.65658075], [6.0000005, 10.81012531, 8.58949407], [4.9645435, 10.53286331, 9.08040807], [7.0354565, 11.08738731, 8.09858007], [11.03064163, 5.722738, 9.08040807], [6.0000005, 6.0, 8.58949407]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-3.39512130015032, 131.317188784961, 1.42604608705115, -2.96798301725107]",29.17868964225
