Silicate_ID,Structure,E_ads,RMSD
FOR010_7,"{'numbers': [14, 8, 8, 8, 12, 14, 8, 8, 8, 8, 12, 14, 8, 8, 8, 8, 6, 8, 8, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 6], 'positions': [[3.13096111, 3.14223999, 6.11166658], [3.13096111, 1.51645519, 6.13604968], [1.82270489, 3.8535732, 5.39906086], [4.43921732, 3.8535732, 5.39906086], [3.13096111, 5.23115472, 4.20773348], [3.13096111, 7.9523653, 6.11166658], [3.13096111, 6.3265805, 6.13604968], [1.82270489, 8.66369851, 5.39906086], [4.43921732, 8.66369851, 5.39906086], [0.89536337, 6.29352353, 8.03389252], [6.16401017, 2.82609206, 4.78189359], [9.19705924, 3.14223999, 6.11166658], [9.19705924, 1.51645519, 6.13604968], [6.16401017, 1.72004316, 6.54435426], [7.88880303, 3.8535732, 5.39906086], [10.50531545, 3.8535732, 5.39906086], [5.9999995, 1.07155222, 8.57796652], [5.0385385, 0.65970622, 9.12203952], [6.9614615, 1.48339822, 8.03389252], [9.19705924, 5.23115472, 4.20773348], [6.16401017, 7.63621737, 4.78189359], [9.19705924, 7.9523653, 6.11166658], [6.16401017, 5.54730264, 2.87796048], [9.19705924, 6.3265805, 6.13604968], [6.16401017, 6.53016847, 6.54435426], [7.88880303, 8.66369851, 5.39906086], [7.47226639, 6.25863585, 3.5905662], [4.85575396, 6.25863585, 3.5905662], [5.0385385, 5.46983153, 9.12203952], [6.9614615, 6.29352353, 8.03389252], [6.16401017, 11.34029378, 6.54435426], [5.9999995, 10.69180284, 8.57796652], [5.0385385, 10.27995684, 9.12203952], [6.9614615, 11.10364884, 8.03389252], [11.10463663, 5.46983153, 9.12203952], [5.9999995, 5.88167753, 8.57796652]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-1.64576367474842, 116.2458162215, 1.2686673573255]",0.235942832922759
FOR010_8,"{'numbers': [14, 8, 14, 8, 8, 8, 12, 14, 8, 8, 8, 6, 8, 8, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 12, 8, 8, 6, 8, 8, 8, 8, 6], 'positions': [[1.86563791, 2.39220166, 6.20568158], [3.17389412, 3.10353486, 5.49307586], [1.86563791, 7.20232697, 6.20568158], [1.86563791, 5.57654217, 6.23006468], [3.17389412, 7.91366017, 5.49307586], [0.36537887, 7.009028, 8.16609352], [4.89868697, 2.07605373, 4.87590859], [7.93173604, 2.39220166, 6.20568158], [4.89868697, 0.97000482, 6.63836926], [6.62347983, 3.10353486, 5.49307586], [9.23999225, 3.10353486, 5.49307586], [6.0, 1.18987469, 8.59705952], [5.568523, 0.18084669, 9.02802452], [6.431477, 2.19890269, 8.16609352], [7.93173604, 4.48111639, 4.30174848], [4.89868697, 6.88617904, 4.87590859], [7.93173604, 7.20232697, 6.20568158], [4.89868697, 4.79726431, 2.97197548], [7.93173604, 5.57654217, 6.23006468], [4.89868697, 5.78013013, 6.63836926], [6.62347983, 7.91366017, 5.49307586], [6.20694319, 5.50859752, 3.6845812], [3.59043076, 5.50859752, 3.6845812], [9.23999225, 7.91366017, 5.49307586], [5.568523, 4.990972, 9.02802452], [6.431477, 7.009028, 8.16609352], [7.93173604, 9.2912417, 4.30174848], [7.93173604, 10.38666748, 6.23006468], [4.89868697, 10.59025544, 6.63836926], [6.0, 10.81012531, 8.59705952], [5.568523, 9.80109731, 9.02802452], [6.431477, 11.81915331, 8.16609352], [10.9647851, 5.78013013, 6.63836926], [11.63462113, 4.990972, 9.02802452], [6.0, 6.0, 8.59705952]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-3.09690512194834, 178.876964003771, 2.94832631639291]",0.993416224168048
FOR010_9,"{'numbers': [8, 14, 8, 8, 14, 8, 8, 6, 8, 8, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 12, 14, 8, 8, 6, 8, 8, 12, 8, 8, 6], 'positions': [[2.75868261, 2.35442645, 5.299589], [1.4504264, 6.45321856, 6.01219472], [1.4504264, 4.82743376, 6.03657782], [2.75868261, 7.16455176, 5.299589], [7.51652453, 1.64309325, 6.01219472], [6.20826832, 2.35442645, 5.299589], [8.82478075, 2.35442645, 5.299589], [6.31752959, 1.18987519, 8.35937166], [6.48778959, 2.34689319, 8.20983766], [6.14726959, 0.03285619, 8.50890566], [7.51652453, 3.73200798, 4.10826162], [4.48347547, 6.13707063, 4.68242173], [7.51652453, 6.45321856, 6.01219472], [7.51652453, 4.82743376, 6.03657782], [4.48347547, 5.03102172, 6.4448824], [6.20826832, 7.16455176, 5.299589], [5.79173168, 4.75948911, 3.49109434], [3.17521925, 4.75948911, 3.49109434], [8.82478075, 7.16455176, 5.299589], [6.48778959, 7.1570185, 8.20983766], [6.14726959, 4.8429815, 8.50890566], [7.51652453, 8.54213329, 4.10826162], [7.51652453, 11.26334387, 6.01219472], [7.51652453, 9.63755907, 6.03657782], [4.48347547, 9.84114703, 6.4448824], [6.31752959, 10.81012581, 8.35937166], [6.48778959, 11.96714381, 8.20983766], [6.14726959, 9.65310681, 8.50890566], [10.5495736, 6.13707063, 4.68242173], [10.5495736, 5.03102172, 6.4448824], [9.24131739, 4.75948911, 3.49109434], [6.31752959, 6.0000005, 8.35937166]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-3.40265803775151, 130.840430126055, 1.41839018307151]",0.848081211952004
FOR010_10,"{'numbers': [8, 8, 14, 8, 8, 6, 8, 8, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 12, 14, 8, 8, 6, 8, 8, 12, 8, 8, 8, 8, 8, 6], 'positions': [[1.19271362, 7.13253538, 5.000287], [0.49944487, 5.147211, 8.80820766], [5.95055554, 1.61107687, 5.71289272], [4.64229933, 2.32241007, 5.000287], [7.25881175, 2.32241007, 5.000287], [6.0, 1.18987469, 8.22258566], [6.565543, 0.33708569, 8.80820766], [5.434457, 2.04266369, 7.63696366], [5.95055554, 3.6999916, 3.80895962], [2.91750647, 6.10505425, 4.38311973], [5.95055554, 6.42120218, 5.71289272], [5.95055554, 4.79541738, 5.73727582], [2.91750647, 4.99900534, 6.1455804], [4.64229933, 7.13253538, 5.000287], [4.22576269, 4.72747273, 3.19179234], [7.25881175, 7.13253538, 5.000287], [6.565543, 5.147211, 8.80820766], [5.434457, 6.852789, 7.63696366], [5.95055554, 8.51011691, 3.80895962], [5.95055554, 11.23132749, 5.71289272], [5.95055554, 9.60554269, 5.73727582], [2.91750647, 9.80913065, 6.1455804], [6.0, 10.81012531, 8.22258566], [6.565543, 9.95733631, 8.80820766], [5.434457, 11.66291431, 7.63696366], [8.9836046, 6.10505425, 4.38311973], [8.9836046, 4.99900534, 6.1455804], [10.70839746, 7.13253538, 5.000287], [7.67534839, 4.72747273, 3.19179234], [11.50055513, 6.852789, 7.63696366], [8.9836046, 9.80913065, 6.1455804], [6.0, 6.0, 8.22258566]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.76987385465077, 179.615045966394, 2.91644242157739]",0.796697948586066
FOR010_11,"{'numbers': [14, 8, 12, 14, 8, 8, 8, 12, 14, 8, 8, 8, 8, 6, 8, 8, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 8, 6], 'positions': [[2.05606716, 3.28914139, 6.39924458], [3.36432337, 4.00047459, 5.68663886], [2.05606716, 5.37805612, 4.49531148], [2.05606716, 8.0992667, 6.39924458], [2.05606716, 6.4734819, 6.42362768], [3.36432337, 8.8105999, 5.68663886], [0.43365437, 4.932157, 8.83403052], [5.08911622, 2.97299346, 5.06947159], [8.12216529, 3.28914139, 6.39924458], [8.12216529, 1.66335659, 6.42362768], [5.08911622, 1.86694455, 6.83193226], [6.81390908, 4.00047459, 5.68663886], [9.4304215, 4.00047459, 5.68663886], [5.9999995, 1.18987469, 8.83424552], [5.5002475, 2.25771769, 8.83446152], [6.4997525, 0.12203169, 8.83403052], [8.12216529, 5.37805612, 4.49531148], [5.08911622, 7.78311877, 5.06947159], [8.12216529, 8.0992667, 6.39924458], [5.08911622, 5.69420404, 3.16553848], [8.12216529, 6.4734819, 6.42362768], [5.08911622, 6.67706986, 6.83193226], [6.81390908, 8.8105999, 5.68663886], [6.39737244, 6.40553725, 3.8781442], [3.78086001, 6.40553725, 3.8781442], [9.4304215, 8.8105999, 5.68663886], [5.5002475, 7.067843, 8.83446152], [6.4997525, 4.932157, 8.83403052], [5.08911622, 11.48719517, 6.83193226], [5.9999995, 10.81012531, 8.83424552], [5.5002475, 11.87796831, 8.83446152], [6.4997525, 9.74228231, 8.83403052], [11.15521435, 6.67706986, 6.83193226], [11.56634563, 7.067843, 8.83446152], [5.9999995, 6.0, 8.83424552]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-3.14861988485177, 178.793565371096, 2.80865412462312]",1.2176903368662
FOR010_12,"{'numbers': [14, 8, 8, 12, 14, 8, 8, 8, 8, 8, 12, 8, 12, 8, 6, 8, 8, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 8, 8, 8, 6, 8, 8, 8, 6], 'positions': [[3.82934736, 1.66199026, 6.56638513], [2.52109115, 2.37332346, 5.85377941], [5.13760357, 2.37332346, 5.85377941], [3.82934736, 3.75090499, 4.66245203], [3.82934736, 6.47211557, 6.56638513], [3.82934736, 4.84633077, 6.59076823], [0.7962983, 5.04991873, 6.99907281], [2.52109115, 7.18344877, 5.85377941], [5.13760357, 7.18344877, 5.85377941], [1.33998156, 5.896173, 8.55630707], [3.82934736, 8.5610303, 4.66245203], [3.82934736, 9.65645608, 6.59076823], [6.86239643, 1.34584233, 5.23661213], [8.58718928, 2.37332346, 5.85377941], [6.23361369, 1.18987469, 8.62400607], [7.40607969, 1.08604769, 8.55630707], [5.06114669, 1.29370169, 8.69170407], [9.89544549, 3.75090499, 4.66245203], [6.86239643, 6.15596764, 5.23661213], [9.89544549, 6.47211557, 6.56638513], [6.86239643, 4.06705291, 3.33267903], [9.89544549, 4.84633077, 6.59076823], [6.86239643, 7.25139342, 3.30829593], [6.86239643, 5.04991873, 6.99907281], [8.58718928, 7.18344877, 5.85377941], [8.17065264, 4.77838612, 4.04528475], [5.55414021, 4.77838612, 4.04528475], [11.2037017, 7.18344877, 5.85377941], [7.40607969, 5.896173, 8.55630707], [5.06114669, 6.103827, 8.69170407], [9.89544549, 8.5610303, 4.66245203], [9.89544549, 9.65645608, 6.59076823], [6.86239643, 9.86004404, 6.99907281], [5.55414021, 9.58851143, 4.04528475], [6.23361369, 10.81012531, 8.62400607], [7.40607969, 10.70629831, 8.55630707], [5.06114669, 10.91395231, 8.69170407], [11.12724482, 6.103827, 8.69170407], [6.23361369, 6.0, 8.62400607]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-3.39424931124927, 131.297494023419, 1.42919487755138]",1.06347457021743
FOR010_13,"{'numbers': [8, 14, 8, 8, 8, 6, 8, 8, 12, 14, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 12, 14, 8, 8, 12, 14, 14, 8, 8, 8, 8, 8, 8, 6], 'positions': [[0.56014087, 5.0341505, 8.92733902], [4.63367962, 3.77460228, 6.30636708], [4.63367962, 2.14881748, 6.33075018], [3.32542341, 4.48593548, 5.59376136], [5.94193583, 4.48593548, 5.59376136], [6.0, 1.18987519, 8.67238802], [6.626239, 0.22402519, 8.92733902], [5.373761, 2.15572419, 8.41743602], [4.63367962, 5.86351701, 4.40243398], [4.63367962, 8.58472759, 6.30636708], [4.63367962, 6.95894279, 6.33075018], [1.60063055, 7.16253075, 6.73905476], [3.32542341, 9.29606079, 5.59376136], [2.90888677, 6.89099814, 3.7852667], [5.94193583, 9.29606079, 5.59376136], [6.626239, 5.0341505, 8.92733902], [5.373761, 6.9658495, 8.41743602], [6.0, 10.81012581, 8.67238802], [6.626239, 9.84427581, 8.92733902], [5.373761, 11.77597481, 8.41743602], [7.66672868, 3.45845435, 4.97659409], [10.69977775, 3.77460228, 6.30636708], [7.66672868, 2.35240544, 6.73905476], [9.39152154, 4.48593548, 5.59376136], [7.66672868, 8.26857966, 4.97659409], [10.69977775, 8.58472759, 6.30636708], [7.66672868, 6.17966493, 3.07266098], [10.69977775, 6.95894279, 6.33075018], [7.66672868, 7.16253075, 6.73905476], [9.39152154, 9.29606079, 5.59376136], [8.9749849, 6.89099814, 3.7852667], [6.35847247, 6.89099814, 3.7852667], [11.43985913, 6.9658495, 8.41743602], [6.0, 6.0000005, 8.67238802]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-3.02266797094967, 179.275185619607, 2.86505662109079]",1.65504763715334
FOR010_14,"{'numbers': [14, 8, 14, 8, 8, 8, 12, 14, 8, 8, 8, 8, 8, 6, 8, 8, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 8, 8, 8, 6], 'positions': [[1.18011696, 3.89244907, 6.41671463], [2.48837317, 4.60378227, 5.70410891], [1.18011696, 8.70257438, 6.41671463], [1.18011696, 7.07678958, 6.44109773], [2.48837317, 9.41390758, 5.70410891], [0.38796737, 7.069854, 8.84137457], [4.21316602, 3.57630114, 5.08694163], [7.24621509, 3.89244907, 6.41671463], [7.24621509, 2.26666427, 6.44109773], [4.21316602, 4.67172692, 3.15862543], [4.21316602, 2.47025223, 6.84940231], [5.93795888, 4.60378227, 5.70410891], [8.5544713, 4.60378227, 5.70410891], [6.0000005, 1.18987469, 8.64318657], [5.5459345, 0.12002069, 8.44499857], [6.4540655, 2.25972869, 8.84137457], [7.24621509, 5.9813638, 4.51278153], [4.21316602, 8.38642645, 5.08694163], [7.24621509, 8.70257438, 6.41671463], [4.21316602, 6.29751172, 3.18300853], [7.24621509, 7.07678958, 6.44109773], [4.21316602, 7.28037754, 6.84940231], [5.93795888, 9.41390758, 5.70410891], [5.52142224, 7.00884493, 3.89561425], [2.90490981, 7.00884493, 3.89561425], [8.5544713, 9.41390758, 5.70410891], [5.5459345, 4.930146, 8.44499857], [6.4540655, 7.069854, 8.84137457], [6.0000005, 10.81012531, 8.64318657], [5.5459345, 9.74027131, 8.44499857], [6.4540655, 11.87997931, 8.84137457], [10.27926415, 2.47025223, 6.84940231], [10.27926415, 7.28037754, 6.84940231], [8.97100794, 7.00884493, 3.89561425], [11.61203263, 4.930146, 8.44499857], [6.0000005, 6.0, 8.64318657]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.2966839744488, 175.991145183655, 2.77573138194653]",0.970235830248127
FOR010_15,"{'numbers': [8, 14, 8, 8, 8, 12, 14, 8, 8, 8, 6, 8, 8, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 8, 8, 6, 8, 8, 12, 8, 8, 8, 6], 'positions': [[2.49333939, 2.80712184, 5.80983341], [1.18508318, 6.90591394, 6.52243913], [1.18508318, 5.28012914, 6.54682223], [2.49333939, 7.61724715, 5.80983341], [1.02245687, 6.51628289, 8.73565007], [4.21813224, 1.7796407, 5.19266613], [7.25118131, 2.09578863, 6.52243913], [4.21813224, 0.6735918, 6.95512681], [5.9429251, 2.80712184, 5.80983341], [8.55943752, 2.80712184, 5.80983341], [6.0, 1.25334858, 8.72835907], [7.088555, 1.70615758, 8.73565007], [4.911445, 0.80054058, 8.72106807], [7.25118131, 4.18470336, 4.61850603], [4.21813224, 6.58976601, 5.19266613], [7.25118131, 6.90591394, 6.52243913], [4.21813224, 4.50085128, 3.28873303], [7.25118131, 5.28012914, 6.54682223], [4.21813224, 7.6851918, 3.26434993], [4.21813224, 5.48371711, 6.95512681], [5.9429251, 7.61724715, 5.80983341], [5.52638846, 5.21218449, 4.00133875], [2.90987603, 5.21218449, 4.00133875], [8.55943752, 7.61724715, 5.80983341], [7.088555, 6.51628289, 8.73565007], [4.911445, 5.61066589, 8.72106807], [7.25118131, 8.99482867, 4.61850603], [7.25118131, 10.09025445, 6.54682223], [4.21813224, 10.29384242, 6.95512681], [6.0, 10.8735992, 8.72835907], [7.088555, 11.3264082, 8.73565007], [4.911445, 10.4207912, 8.72106807], [10.28423037, 6.58976601, 5.19266613], [10.28423037, 5.48371711, 6.95512681], [8.97597416, 5.21218449, 4.00133875], [10.97754313, 5.61066589, 8.72106807], [6.0, 6.06347389, 8.72835907]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.09538801845088, 179.3071341707, 2.96201836982598]",0.59383943991361
FOR010_16,"{'numbers': [8, 8, 8, 6, 8, 8, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 12, 14, 8, 8, 8, 8, 8, 6, 8, 8, 12, 8, 8, 8, 8, 8, 8, 6], 'positions': [[1.20045501, 5.86462405, 5.052624], [0.82028387, 6.5237355, 8.75587066], [7.26655314, 1.05449874, 5.052624], [6.0, 1.18987519, 8.18135366], [5.113618, 0.66613919, 7.60683666], [6.886382, 1.71361019, 8.75587066], [5.95829693, 2.43208027, 3.86129662], [2.92524786, 4.83714292, 4.43545673], [5.95829693, 5.15329085, 5.76522972], [5.95829693, 3.52750605, 5.78961282], [2.92524786, 3.73109401, 6.1979174], [4.65004072, 5.86462405, 5.052624], [4.23350408, 3.4595614, 3.24412934], [7.26655314, 5.86462405, 5.052624], [5.113618, 5.4762645, 7.60683666], [6.886382, 6.5237355, 8.75587066], [5.95829693, 7.24220558, 3.86129662], [5.95829693, 9.96341616, 5.76522972], [5.95829693, 8.33763136, 5.78961282], [2.92524786, 8.54121932, 6.1979174], [4.65004072, 10.67474936, 5.052624], [4.23350408, 8.26968671, 3.24412934], [7.26655314, 10.67474936, 5.052624], [6.0, 10.81012581, 8.18135366], [5.113618, 10.28638981, 7.60683666], [6.886382, 11.33386081, 8.75587066], [8.99134599, 4.83714292, 4.43545673], [8.99134599, 3.73109401, 6.1979174], [10.71613885, 5.86462405, 5.052624], [7.68308978, 3.4595614, 3.24412934], [11.17971613, 5.4762645, 7.60683666], [8.99134599, 8.54121932, 6.1979174], [7.68308978, 8.26968671, 3.24412934], [6.0, 6.0000005, 8.18135366]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.2926819959514, 175.488857720111, 2.76142497756872]",0.531822064730008
FOR010_17,"{'numbers': [8, 14, 8, 8, 8, 6, 8, 8, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 12, 8, 8, 12, 14, 14, 8, 8, 8, 8, 8, 8, 6], 'positions': [[0.63499037, 6.8585815, 9.02174702], [4.82856051, 3.24632549, 6.21195908], [4.82856051, 1.62054069, 6.23634218], [3.5203043, 3.95765869, 5.49935336], [6.13681672, 3.95765869, 5.49935336], [6.0000005, 1.18987419, 8.62005802], [5.2989115, 0.33129319, 8.21836802], [6.7010885, 2.04845619, 9.02174702], [4.82856051, 5.33524022, 4.30802598], [1.79551144, 7.74030287, 4.88218609], [4.82856051, 8.0564508, 6.21195908], [4.82856051, 6.430666, 6.23634218], [1.79551144, 6.63425396, 6.64464676], [3.5203043, 8.767784, 5.49935336], [3.10376766, 6.36272135, 3.6908587], [6.13681672, 8.767784, 5.49935336], [5.2989115, 5.1414185, 8.21836802], [6.7010885, 6.8585815, 9.02174702], [4.82856051, 11.24079131, 6.23634218], [6.0000005, 10.81012481, 8.62005802], [5.2989115, 9.95154381, 8.21836802], [6.7010885, 11.66870681, 9.02174702], [7.86160957, 2.93017756, 4.88218609], [7.86160957, 1.82412865, 6.64464676], [9.58640243, 3.95765869, 5.49935336], [7.86160957, 7.74030287, 4.88218609], [10.89465864, 8.0564508, 6.21195908], [7.86160957, 5.65138814, 2.97825298], [10.89465864, 6.430666, 6.23634218], [7.86160957, 6.63425396, 6.64464676], [9.58640243, 8.767784, 5.49935336], [9.16986579, 6.36272135, 3.6908587], [6.55335336, 6.36272135, 3.6908587], [11.36500963, 5.1414185, 8.21836802], [6.0000005, 5.9999995, 8.62005802]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.30451228204879, 176.186925641807, 2.79454561821871]",1.48765178006947
FOR010_18,"{'numbers': [8, 14, 8, 8, 6, 8, 8, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 12, 8, 8, 6, 8, 8, 12, 8, 8, 8, 8, 8, 6], 'positions': [[0.52946037, 6.936853, 7.85633516], [5.5261891, 1.9359867, 5.87064422], [4.21793289, 2.6473199, 5.1580385], [6.83444531, 2.6473199, 5.1580385], [5.9999995, 1.18987469, 8.25339516], [6.5955585, 2.12672769, 7.85633516], [5.4044415, 0.25302169, 8.65045616], [5.5261891, 4.02490143, 3.96671112], [2.49314003, 6.42996408, 4.54087123], [5.5261891, 6.74611201, 5.87064422], [5.5261891, 5.12032721, 5.89502732], [2.49314003, 5.32391517, 6.3033319], [4.21793289, 7.45744521, 5.1580385], [3.80139625, 5.05238256, 3.34954384], [6.83444531, 7.45744521, 5.1580385], [6.5955585, 6.936853, 7.85633516], [5.4044415, 5.063147, 8.65045616], [5.5261891, 8.83502674, 3.96671112], [5.5261891, 9.93045252, 5.89502732], [2.49314003, 10.13404048, 6.3033319], [5.9999995, 10.81012531, 8.25339516], [6.5955585, 11.74697831, 7.85633516], [5.4044415, 9.87327231, 8.65045616], [8.55923816, 6.42996408, 4.54087123], [8.55923816, 5.32391517, 6.3033319], [10.28403102, 7.45744521, 5.1580385], [7.25098195, 5.05238256, 3.34954384], [11.47053963, 5.063147, 8.65045616], [8.55923816, 10.13404048, 6.3033319], [5.9999995, 6.0, 8.25339516]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-3.39939600474941, 130.676102868078, 1.41870313762075]",0.608788446305691
FOR010_19,"{'numbers': [8, 14, 8, 8, 6, 8, 8, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 12, 14, 8, 8, 8, 8, 6, 8, 8, 12, 8, 8, 8, 8, 8, 8, 6], 'positions': [[1.06982637, 6.04676879, 8.49112135], [5.53452068, 0.83420809, 6.54371942], [4.22626447, 1.54554129, 5.8311137], [6.84277689, 1.54554129, 5.8311137], [6.0000005, 1.23768148, 8.80689735], [4.8640755, 1.23871848, 9.12267435], [7.1359245, 1.23664348, 8.49112135], [5.53452068, 2.92312282, 4.63978632], [2.50147161, 5.32818547, 5.21394642], [5.53452068, 5.6443334, 6.54371942], [5.53452068, 4.0185486, 6.56810252], [5.53452068, 6.62719922, 2.87732565], [2.50147161, 4.22213656, 6.97640709], [4.22626447, 6.3556666, 5.8311137], [3.80972783, 3.95060395, 4.02261904], [6.84277689, 6.3556666, 5.8311137], [4.8640755, 6.04884379, 9.12267435], [7.1359245, 6.04676879, 8.49112135], [5.53452068, 7.73324813, 4.63978632], [5.53452068, 10.45445871, 6.54371942], [5.53452068, 8.82867391, 6.56810252], [2.50147161, 9.03226187, 6.97640709], [3.80972783, 8.76072926, 4.02261904], [6.84277689, 11.16579191, 5.8311137], [6.0000005, 10.8579321, 8.80689735], [4.8640755, 10.8589691, 9.12267435], [7.1359245, 10.8568941, 8.49112135], [8.56756974, 5.32818547, 5.21394642], [8.56756974, 4.22213656, 6.97640709], [10.2923626, 6.3556666, 5.8311137], [7.25931353, 3.95060395, 4.02261904], [10.93017363, 6.04884379, 9.12267435], [8.56756974, 9.03226187, 6.97640709], [7.25931353, 8.76072926, 4.02261904], [6.0000005, 6.04780679, 8.80689735]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.28131933745067, 176.781624883378, 2.81457161845965]",1.30158840498766
FOR010_20,"{'numbers': [14, 8, 8, 8, 8, 6, 8, 8, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 14, 14, 8, 8, 8, 8, 6, 8, 8, 12, 8, 8, 6], 'positions': [[1.4504264, 5.13198295, 6.47230613], [1.4504264, 3.50619815, 6.49668923], [2.75868261, 5.84331615, 5.75970041], [1.4504264, 8.31632346, 6.49668923], [6.20826832, 1.03319084, 5.75970041], [6.12934305, 1.18987469, 8.73422307], [6.00046905, 0.01907369, 8.78578307], [6.25821605, 2.36067569, 8.68266307], [7.51652453, 2.41077237, 4.56837303], [4.48347547, 4.81583502, 5.14253313], [7.51652453, 5.13198295, 6.47230613], [7.51652453, 3.50619815, 6.49668923], [4.48347547, 5.9112608, 3.21421693], [4.48347547, 3.70978611, 6.90499381], [6.20826832, 5.84331615, 5.75970041], [5.79173168, 3.4382535, 3.95120575], [8.82478075, 5.84331615, 5.75970041], [6.00046905, 4.829199, 8.78578307], [6.25821605, 7.170801, 8.68266307], [7.51652453, 7.22089768, 4.56837303], [4.48347547, 9.62596033, 5.14253313], [7.51652453, 9.94210826, 6.47230613], [4.48347547, 7.5370456, 3.23860003], [7.51652453, 8.31632346, 6.49668923], [4.48347547, 8.51991142, 6.90499381], [6.20826832, 10.65344146, 5.75970041], [5.79173168, 8.24837881, 3.95120575], [6.12934305, 10.81012531, 8.73422307], [6.00046905, 9.63932431, 8.78578307], [6.25821605, 11.98092631, 8.68266307], [10.5495736, 4.81583502, 5.14253313], [10.5495736, 3.70978611, 6.90499381], [10.5495736, 8.51991142, 6.90499381], [6.12934305, 6.0, 8.73422307]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.81866366574945, 179.805575972936, 3.6440951984158]",0.815067698345706
