Silicate_ID,Structure,E_ads
ENS010_21,"{'numbers': [8, 8, 12, 12, 12, 12, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 12, 8, 8, 8, 12, 12, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 14, 8, 8, 6, 8, 8, 6], 'positions': [[1.3013288, 3.412876, 17.6087154], [0.478124, 5.727124, 16.2147102], [0.8434731, 13.739248, 14.5680526], [-1.7550269, 13.739248, 16.2659474], [-1.7846498, 9.123548, 17.4894564], [0.8138502, 9.123548, 13.3445436], [-3.4123502, 11.05026, 16.2261944], [-0.8138502, 11.05026, 14.6078056], [0.4708482, 7.346732, 16.1935086], [-2.1276518, 7.346732, 14.6404914], [-0.878293, 12.660728, 14.6228234], [-0.8450322, 12.552876, 17.6087154], [0.6366325, 10.479924, 15.1952666], [-1.9618675, 10.479924, 15.6387334], [-0.0218274, 14.867124, 16.2147102], [-0.0665216, 8.0889, 17.4876896], [-0.5576381, 7.827496, 14.9629324], [-3.1561381, 7.827496, 15.8710676], [-2.74308931, 9.26599114, 19.4887156], [-2.27263631, 9.18244114, 20.5665526], [-3.21354331, 9.34954114, 18.4108786], [2.2113235, 4.599248, 16.2659474], [3.9330896, 3.520728, 16.2111766], [5.675124, 5.727124, 16.2147102], [3.076624, 5.727124, 14.6192898], [3.4419731, 13.739248, 16.2659474], [3.4123502, 9.123548, 17.4894564], [1.7846498, 11.05026, 16.2261944], [4.3831498, 11.05026, 14.6078056], [5.6678482, 7.346732, 16.1935086], [3.0693482, 7.346732, 14.6404914], [1.720207, 12.660728, 16.2111766], [4.318707, 12.660728, 14.6228234], [4.3519678, 12.552876, 17.6087154], [4.3519678, 10.333684, 13.1917154], [5.8336325, 10.479924, 15.1952666], [3.2351325, 10.479924, 15.6387334], [5.1304784, 8.0889, 17.4876896], [2.5319784, 8.0889, 13.3463104], [4.6393619, 7.827496, 14.9629324], [2.0408619, 7.827496, 15.8710676], [2.92436369, 9.18244114, 20.5665526], [1.98345669, 9.34954114, 18.4108786], [8.6093502, 9.123548, 17.4894564], [6.9816498, 11.05026, 16.2261944], [6.917207, 12.660728, 16.2111766], [7.2378619, 7.827496, 15.8710676], [7.65091069, 9.26599114, 19.4887156], [8.12136369, 9.18244114, 20.5665526], [7.18045669, 9.34954114, 18.4108786], [2.45391069, 9.26599114, 19.4887156]], 'cell': [5.197, 18.28, 33.758268], 'pbc': [False, False, False]}","[-0.395913285550023, 178.087431221099, 3.17059262160372]"
ENS010_22,"{'numbers': [12, 14, 8, 8, 8, 8, 6, 8, 8, 8, 12, 12, 12, 12, 14, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 6], 'positions': [[-1.48855731, 11.401236, 14.5680526], [-1.86118221, 5.00872, 16.1935086], [-3.17706261, 10.214864, 17.6087154], [-1.69539791, 8.141912, 15.1952666], [-2.35385781, 12.529112, 16.2147102], [-2.39855201, 5.750888, 17.4876896], [-2.5984995, 8.8920786, 19.4212866], [-3.2622595, 8.5684206, 18.5022056], [-1.9347405, 9.2157366, 20.3403676], [3.34309359, 3.389112, 16.2147102], [3.70844269, 11.401236, 14.5680526], [1.10994269, 11.401236, 16.2659474], [1.08031979, 6.785536, 17.4894564], [3.67881979, 6.785536, 13.3445436], [-0.54738061, 8.712248, 16.2261944], [2.05111939, 8.712248, 14.6078056], [2.85041799, 14.14872, 16.1935086], [3.33581779, 5.00872, 16.1935086], [0.73731779, 5.00872, 14.6404914], [-0.61182341, 10.322716, 16.2111766], [1.98667659, 10.322716, 14.6228234], [2.01993739, 10.214864, 17.6087154], [2.01993739, 7.995672, 13.1917154], [3.50160209, 8.141912, 15.1952666], [0.90310209, 8.141912, 15.6387334], [2.84314219, 12.529112, 16.2147102], [0.24464219, 12.529112, 14.6192898], [3.38778779, 14.890888, 17.4876896], [2.79844799, 5.750888, 17.4876896], [2.30733149, 5.489484, 14.9629324], [-0.29116851, 5.489484, 15.8710676], [1.28040429, 14.629484, 15.8710676], [1.9347405, 8.5684206, 18.5022056], [3.2622595, 9.2157366, 20.3403676], [6.30694269, 11.401236, 16.2659474], [6.27731979, 6.785536, 17.4894564], [4.64961939, 8.712248, 16.2261944], [7.24811939, 8.712248, 14.6078056], [4.58517659, 10.322716, 16.2111766], [7.18367659, 10.322716, 14.6228234], [4.61843739, 10.214864, 13.2252846], [7.21693739, 10.214864, 17.6087154], [6.10010209, 8.141912, 15.6387334], [5.44164219, 12.529112, 14.6192898], [7.99544799, 5.750888, 17.4876896], [4.90583149, 5.489484, 15.8710676], [7.7955005, 8.8920786, 19.4212866], [7.1317405, 8.5684206, 18.5022056], [8.4592595, 9.2157366, 20.3403676], [2.5985005, 8.8920786, 19.4212866]], 'cell': [5.197, 18.28, 33.532083], 'pbc': [False, False, False]}","[2.44548032304988, 120.820562466695, 1.29372380663161]"
ENS010_23,"{'numbers': [8, 8, 6, 8, 8, 14, 8, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 8, 6, 8, 8, 12, 14, 14, 14, 8, 8, 8, 8, 8, 6], 'positions': [[-2.07204753, 6.284664, 17.6692283], [-2.89525233, 8.598912, 16.2752231], [-2.5985005, 9.04972798, 19.4697935], [-3.6875735, 8.61960798, 19.3321115], [-1.5094265, 9.47984698, 19.6074755], [-2.90252813, 10.21852, 16.2540215], [-3.43989793, 10.960688, 17.5482025], [-1.16205283, 7.471036, 16.3264603], [1.43644717, 7.471036, 14.6285655], [0.49527047, 4.782048, 16.2867073], [3.09377047, 4.782048, 14.6683185], [0.55971327, 6.392516, 16.2716895], [3.15821327, 6.392516, 14.6833363], [3.12495247, 6.284664, 17.6692283], [1.64328777, 4.211712, 15.2557795], [2.30174767, 8.598912, 16.2752231], [-0.29675233, 8.598912, 14.6798027], [2.34644187, 8.529448, 13.1312025], [1.5094265, 8.61960798, 19.3321115], [3.6875735, 9.47984698, 19.6074755], [0.03897387, 11.995336, 17.5499693], [2.63747387, 11.995336, 13.4050565], [2.29447187, 10.21852, 16.2540215], [-0.30402813, 10.21852, 14.7010043], [0.97859147, 15.424664, 17.6692283], [2.46025617, 13.351712, 15.2557795], [-0.13824383, 13.351712, 15.6992463], [1.75710207, 10.960688, 17.5482025], [1.26598557, 10.699284, 15.0234453], [-1.33251443, 10.699284, 15.9315805], [4.03494717, 7.471036, 16.3264603], [6.63344717, 7.471036, 14.6285655], [4.06457007, 2.855336, 17.5499693], [4.06457007, 7.4948, 13.1329693], [5.69227047, 4.782048, 16.2867073], [5.75671327, 6.392516, 16.2716895], [8.32195247, 6.284664, 17.6692283], [4.24178777, 4.211712, 15.6992463], [7.49874767, 8.598912, 16.2752231], [4.90024767, 8.598912, 14.6798027], [7.7954995, 9.04972798, 19.4697935], [6.7064265, 8.61960798, 19.3321115], [8.8845735, 9.47984698, 19.6074755], [5.23597387, 11.995336, 17.5499693], [3.60827347, 13.922048, 16.2867073], [7.49147187, 10.21852, 16.2540215], [4.89297187, 10.21852, 14.7010043], [5.05875617, 13.351712, 15.6992463], [6.95410207, 10.960688, 17.5482025], [4.35560207, 10.960688, 13.4068233], [6.46298557, 10.699284, 15.0234453], [3.86448557, 10.699284, 15.9315805], [2.5984995, 9.04972798, 19.4697935]], 'cell': [5.197, 18.28, 32.738678], 'pbc': [False, False, False]}","[-0.366303487947562, 178.387937597446, 3.01413130218825]"
ENS010_24,"{'numbers': [14, 8, 8, 6, 8, 8, 8, 12, 12, 12, 12, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 6], 'positions': [[-2.49432092, 6.753546, 16.1935086], [-2.32853662, 9.886738, 15.1952666], [-3.03169072, 7.495714, 17.4876896], [-2.44836128, 9.61645248, 19.4057166], [-2.73141328, 8.53287648, 19.0372246], [-2.16530928, 10.70002748, 19.7742096], [2.70995488, 5.133938, 16.2147102], [3.07530398, 13.146062, 14.5680526], [0.47680398, 13.146062, 16.2659474], [0.44718108, 8.530362, 17.4894564], [3.04568108, 8.530362, 13.3445436], [-1.18051932, 10.457074, 16.2261944], [1.41798068, 10.457074, 14.6078056], [2.70267908, 6.753546, 16.1935086], [0.10417908, 6.753546, 14.6404914], [-1.24496212, 12.067542, 16.2111766], [1.35353788, 12.067542, 14.6228234], [1.38679868, 11.95969, 17.6087154], [1.38679868, 9.740498, 13.1917154], [2.86846338, 9.886738, 15.1952666], [0.26996338, 9.886738, 15.6387334], [2.21000348, 14.273938, 16.2147102], [2.16530928, 7.495714, 17.4876896], [1.67419278, 7.23431, 14.9629324], [-0.92430722, 7.23431, 15.8710676], [2.46558672, 8.53287648, 19.0372246], [3.03169072, 10.70002748, 19.7742096], [4.44315438, 4.006062, 16.2659474], [5.67380398, 13.146062, 16.2659474], [5.64418108, 8.530362, 17.4894564], [4.01648068, 10.457074, 16.2261944], [6.61498068, 10.457074, 14.6078056], [7.89967908, 6.753546, 16.1935086], [5.30117908, 6.753546, 14.6404914], [3.95203788, 12.067542, 16.2111766], [6.55053788, 12.067542, 14.6228234], [3.98529868, 11.95969, 13.2252846], [6.58379868, 11.95969, 17.6087154], [8.06546338, 9.886738, 15.1952666], [5.46696338, 9.886738, 15.6387334], [4.80850348, 14.273938, 14.6192898], [7.36230928, 7.495714, 17.4876896], [4.76380928, 7.495714, 13.3463104], [6.87119278, 7.23431, 14.9629324], [4.27269278, 7.23431, 15.8710676], [7.94563872, 9.61645248, 19.4057166], [7.66258672, 8.53287648, 19.0372246], [8.22869072, 10.70002748, 19.7742096], [2.74863872, 9.61645248, 19.4057166]], 'cell': [5.197, 18.28, 32.965925], 'pbc': [False, False, False]}","[-0.287362780848753, 177.860336811848, 2.9113287153982]"
ENS010_25,"{'numbers': [12, 8, 8, 8, 8, 8, 8, 12, 12, 14, 14, 8, 8, 8, 8, 8, 6, 8, 8, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 8, 12, 14, 14, 8, 6, 8, 8, 6], 'positions': [[-0.90690704, 6.738922, 14.6285655], [-1.78364094, 5.660402, 16.2716895], [0.81485906, 5.660402, 14.6833363], [0.78159826, 5.55255, 17.6692283], [-0.04160654, 7.866798, 16.2752231], [-2.64010654, 7.866798, 14.6798027], [0.00308766, 7.797334, 13.1312025], [-2.30438034, 11.263222, 17.5499693], [0.29411966, 11.263222, 13.4050565], [-0.04888234, 9.486406, 16.2540215], [-2.64738234, 9.486406, 14.7010043], [-1.36476274, 14.69255, 17.6692283], [0.11690196, 12.619598, 15.2557795], [-2.48159804, 12.619598, 15.6992463], [-0.58625214, 10.228574, 17.5482025], [-1.07736864, 9.96717, 15.0234453], [-2.5985, 9.19731744, 19.0548545], [-3.60756, 9.79350944, 18.9268205], [-1.58944, 8.60112444, 19.1828885], [1.69159296, 6.738922, 16.3264603], [4.29009296, 6.738922, 14.6285655], [1.72121586, 6.762686, 13.1329693], [3.34891626, 4.049934, 16.2867073], [3.41335906, 5.660402, 16.2716895], [6.01185906, 5.660402, 14.6833363], [5.97859826, 5.55255, 17.6692283], [3.38009826, 5.55255, 13.2857975], [1.89843356, 3.479598, 15.6992463], [5.15539346, 7.866798, 16.2752231], [2.55689346, 7.866798, 14.6798027], [5.20008766, 7.797334, 13.1312025], [2.89261966, 11.263222, 17.5499693], [5.49111966, 11.263222, 13.4050565], [1.26491926, 13.189934, 16.2867073], [3.86341926, 13.189934, 14.6683185], [5.14811766, 9.486406, 16.2540215], [2.54961766, 9.486406, 14.7010043], [1.20047646, 14.800402, 16.2716895], [3.83223726, 14.69255, 17.6692283], [3.83223726, 12.473358, 13.2522283], [5.31390196, 12.619598, 15.2557795], [2.71540196, 12.619598, 15.6992463], [4.61074786, 10.228574, 17.5482025], [2.01224786, 10.228574, 13.4068233], [4.11963136, 9.96717, 15.0234453], [1.52113136, 9.96717, 15.9315805], [1.58944, 9.79350944, 18.9268205], [3.60756, 8.60112444, 19.1828885], [6.88859296, 6.738922, 16.3264603], [7.75389346, 7.866798, 14.6798027], [8.08961966, 11.263222, 17.5499693], [6.46191926, 13.189934, 16.2867073], [7.74661766, 9.486406, 14.7010043], [6.71813136, 9.96717, 15.9315805], [7.7955, 9.19731744, 19.0548545], [6.78644, 9.79350944, 18.9268205], [8.80456, 8.60112444, 19.1828885], [2.5985, 9.19731744, 19.0548545]], 'cell': [5.197, 18.28, 32.314091000000005], 'pbc': [False, False, False]}","[-0.400440647846381, 177.890369505505, 2.93204347607094]"
ENS010_26,"{'numbers': [12, 8, 8, 8, 8, 6, 8, 8, 12, 12, 12, 12, 12, 14, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 6], 'positions': [[-1.98972443, 10.074108, 14.6285655], [-3.67822973, 8.887736, 17.6692283], [-2.19656503, 6.814784, 15.2557795], [-2.85502493, 11.201984, 16.2752231], [-2.31037933, 13.56376, 17.5482025], [-2.51289927, 9.42061707, 19.4666695], [-3.50702927, 9.10133107, 20.0142135], [-1.51877027, 9.73990207, 18.9191255], [3.20727557, 10.074108, 14.6285655], [0.60877557, 10.074108, 16.3264603], [0.57915267, 10.097872, 13.1329693], [-0.59225113, 14.598408, 17.5499693], [0.57915267, 5.458408, 17.5499693], [-1.04854773, 7.38512, 16.2867073], [1.54995227, 7.38512, 14.6683185], [2.34925087, 12.821592, 16.2540215], [2.83465067, 3.681592, 16.2540215], [-0.24924913, 12.821592, 14.7010043], [-1.11299053, 8.995588, 16.2716895], [1.48550947, 8.995588, 14.6833363], [1.51877027, 8.887736, 17.6692283], [1.51877027, 6.668544, 13.2522283], [3.00043497, 6.814784, 15.2557795], [0.40193497, 6.814784, 15.6992463], [2.34197507, 11.201984, 16.2752231], [-0.25652493, 11.201984, 14.6798027], [2.29728087, 11.13252, 13.1312025], [2.88662067, 13.56376, 17.5482025], [2.29728087, 4.42376, 17.5482025], [3.37773717, 13.302356, 15.0234453], [1.80616437, 4.162356, 15.0234453], [0.77923717, 13.302356, 15.9315805], [1.68997073, 9.10133107, 20.0142135], [3.67822973, 9.73990207, 18.9191255], [5.80577557, 10.074108, 16.3264603], [4.60474887, 14.598408, 17.5499693], [5.77615267, 5.458408, 17.5499693], [4.14845227, 7.38512, 16.2867073], [6.74695227, 7.38512, 14.6683185], [7.54625087, 12.821592, 16.2540215], [4.94775087, 12.821592, 14.7010043], [4.08400947, 8.995588, 16.2716895], [6.68250947, 8.995588, 14.6833363], [4.11727027, 8.887736, 13.2857975], [6.71577027, 8.887736, 17.6692283], [5.59893497, 6.814784, 15.6992463], [7.53897507, 11.201984, 16.2752231], [4.94047507, 11.201984, 14.6798027], [4.40466437, 4.162356, 15.9315805], [5.97623717, 13.302356, 15.9315805], [7.88110073, 9.42061707, 19.4666695], [6.88697073, 9.10133107, 20.0142135], [8.87522973, 9.73990207, 18.9191255], [2.68410073, 9.42061707, 19.4666695]], 'cell': [5.197, 18.28, 33.145416000000004], 'pbc': [False, False, False]}","[-0.628768870946487, 177.598789554974, 2.92703452547439]"
ENS010_27,"{'numbers': [12, 8, 8, 8, 8, 12, 12, 14, 8, 8, 8, 6, 8, 8, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 12, 12, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 8, 12, 14, 14, 8, 6, 8, 8, 6], 'positions': [[-1.15329978, 6.738922, 14.6285655], [-2.03003368, 5.660402, 16.2716895], [0.56846632, 5.660402, 14.6833363], [0.53520552, 5.55255, 17.6692283], [-0.28799928, 7.866798, 16.2752231], [-2.55077308, 11.263222, 17.5499693], [0.04772692, 11.263222, 13.4050565], [-0.29527508, 9.486406, 16.2540215], [-0.12949078, 12.619598, 15.2557795], [-0.83264488, 10.228574, 17.5482025], [-1.32376138, 9.96717, 15.0234453], [-2.5985, 9.23366701, 19.4752675], [-2.806306, 8.32985101, 20.2032605], [-2.390694, 10.13748301, 18.7472735], [1.44520022, 6.738922, 16.3264603], [4.04370022, 6.738922, 14.6285655], [1.47482312, 6.762686, 13.1329693], [3.10252352, 4.049934, 16.2867073], [3.16696632, 5.660402, 16.2716895], [5.76546632, 5.660402, 14.6833363], [5.73220552, 5.55255, 17.6692283], [1.65204082, 3.479598, 15.6992463], [4.90900072, 7.866798, 16.2752231], [2.31050072, 7.866798, 14.6798027], [4.95369492, 7.797334, 13.1312025], [2.64622692, 11.263222, 17.5499693], [5.24472692, 11.263222, 13.4050565], [1.01852652, 13.189934, 16.2867073], [3.61702652, 13.189934, 14.6683185], [4.90172492, 9.486406, 16.2540215], [2.30322492, 9.486406, 14.7010043], [0.95408372, 14.800402, 16.2716895], [3.58584452, 14.69255, 17.6692283], [5.06750922, 12.619598, 15.2557795], [2.46900922, 12.619598, 15.6992463], [4.36435512, 10.228574, 17.5482025], [1.76585512, 10.228574, 13.4068233], [3.87323862, 9.96717, 15.0234453], [1.27473862, 9.96717, 15.9315805], [2.390694, 8.32985101, 20.2032605], [2.806306, 10.13748301, 18.7472735], [6.64220022, 6.738922, 16.3264603], [7.50750072, 7.866798, 14.6798027], [7.84322692, 11.263222, 17.5499693], [6.21552652, 13.189934, 16.2867073], [7.50022492, 9.486406, 14.7010043], [6.47173862, 9.96717, 15.9315805], [7.7955, 9.23366701, 19.4752675], [7.587694, 8.32985101, 20.2032605], [8.003306, 10.13748301, 18.7472735], [2.5985, 9.23366701, 19.4752675]], 'cell': [5.197, 18.28, 33.334463], 'pbc': [False, False, False]}","[-0.391018773448423, 178.659646281579, 3.15628681997825]"
ENS010_28,"{'numbers': [12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 12, 12, 12, 12, 12, 14, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 14, 8, 6, 8, 8, 6], 'positions': [[0.61646967, 7.471036, 14.6285655], [-1.98203033, 7.471036, 16.3264603], [-3.18305703, 11.995336, 17.5499693], [1.04314337, 13.922048, 14.6683185], [-0.24155503, 10.21852, 16.2540215], [-1.10529643, 6.392516, 14.6833363], [-1.07203563, 6.284664, 17.6692283], [1.07432537, 15.424664, 17.6692283], [-0.40733933, 13.351712, 15.2557795], [0.40962907, 4.211712, 15.2557795], [-0.24883084, 8.598912, 16.2752231], [-0.29352503, 8.529448, 13.1312025], [0.29581477, 10.960688, 17.5482025], [0.78693127, 10.699284, 15.0234453], [-1.81156873, 10.699284, 15.9315805], [-2.78542566, 9.03827622, 19.4682025], [-3.21496966, 8.62816122, 18.4497045], [-2.35588166, 9.44839222, 20.4867005], [5.81346967, 7.471036, 14.6285655], [3.21496967, 7.471036, 16.3264603], [3.18534677, 7.4948, 13.1329693], [2.01394297, 11.995336, 17.5499693], [3.18534677, 2.855336, 17.5499693], [3.64164337, 13.922048, 16.2867073], [1.55764637, 4.782048, 16.2867073], [4.15614636, 4.782048, 14.6683185], [4.95544496, 10.21852, 16.2540215], [2.35694497, 10.21852, 14.7010043], [1.49320357, 6.392516, 16.2716895], [4.09170357, 6.392516, 14.6833363], [1.52646437, 6.284664, 13.2857975], [4.12496437, 6.284664, 17.6692283], [4.78966067, 13.351712, 15.2557795], [3.00812907, 4.211712, 15.6992463], [2.19116067, 13.351712, 15.6992463], [4.94816916, 8.598912, 16.2752231], [2.34966917, 8.598912, 14.6798027], [4.90347497, 8.529448, 13.1312025], [5.49281477, 10.960688, 17.5482025], [2.89431477, 10.960688, 13.4068233], [5.98393127, 10.699284, 15.0234453], [3.38543127, 10.699284, 15.9315805], [1.98203034, 8.62816122, 18.4497045], [2.84111834, 9.44839222, 20.4867005], [8.41196966, 7.471036, 16.3264603], [7.21094297, 11.995336, 17.5499693], [6.75464637, 4.782048, 16.2867073], [6.69020357, 6.392516, 16.2716895], [7.60857434, 9.03827622, 19.4682025], [7.17903034, 8.62816122, 18.4497045], [8.03811834, 9.44839222, 20.4867005], [2.41157434, 9.03827622, 19.4682025]], 'cell': [5.197, 18.28, 33.617903], 'pbc': [False, False, False]}","[-0.465477221046285, 179.795427463919, 3.42134844361979]"
ENS010_29,"{'numbers': [12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 12, 14, 14, 8, 8, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 14, 14, 14, 8, 8, 8, 8, 8, 12, 6, 8, 8, 8, 6], 'positions': [[-2.51050388, 8.739668, 16.3264603], [0.08799612, 8.739668, 14.6285655], [-0.85318058, 6.05068, 16.2867073], [1.74531942, 6.05068, 14.6683185], [-0.78873778, 7.661148, 16.2716895], [1.80976222, 7.661148, 14.6833363], [1.77650142, 7.553296, 17.6692283], [0.29483672, 5.480344, 15.2557795], [0.95329663, 9.867544, 16.2752231], [-1.64520337, 9.867544, 14.6798027], [0.99799082, 3.08932, 17.5482025], [0.99799082, 9.79808, 13.1312025], [-2.62058113, 9.21779458, 19.4651725], [-2.68649613, 8.16019758, 18.9482715], [-2.55466613, 10.27539058, 19.9820725], [-1.30947718, 13.263968, 17.5499693], [0.94602082, 11.487152, 16.2540215], [-1.65247918, 11.487152, 14.7010043], [0.40865102, 12.22932, 17.5482025], [-0.08246548, 11.967916, 15.0234453], [-2.68096548, 11.967916, 15.9315805], [2.68649612, 8.739668, 16.3264603], [5.28499613, 8.739668, 14.6285655], [2.71611902, 4.123968, 17.5499693], [2.71611902, 8.763432, 13.1329693], [4.34381942, 6.05068, 16.2867073], [4.40826222, 7.661148, 16.2716895], [7.00676222, 7.661148, 14.6833363], [6.97350143, 7.553296, 17.6692283], [4.37500142, 7.553296, 13.2857975], [5.49183673, 5.480344, 15.2557795], [2.89333672, 5.480344, 15.6992463], [6.15029663, 9.867544, 16.2752231], [3.55179663, 9.867544, 14.6798027], [2.51050387, 8.16019758, 18.9482715], [2.64233387, 10.27539058, 19.9820725], [3.88752282, 13.263968, 17.5499693], [2.25982242, 15.19068, 16.2867073], [6.14302082, 11.487152, 16.2540215], [3.54452082, 11.487152, 14.7010043], [3.71030512, 14.620344, 15.6992463], [5.60565103, 12.22932, 17.5482025], [3.00715102, 12.22932, 13.4068233], [5.11453452, 11.967916, 15.0234453], [2.51603452, 11.967916, 15.9315805], [7.88349613, 8.739668, 16.3264603], [7.77341887, 9.21779458, 19.4651725], [7.70750388, 8.16019758, 18.9482715], [7.83933387, 10.27539058, 19.9820725], [7.71303452, 11.967916, 15.9315805], [2.57641887, 9.21779458, 19.4651725]], 'cell': [5.197, 18.28, 33.113275], 'pbc': [False, False, False]}","[0.231088546056299, 179.196939196725, 3.83203708457482]"
ENS010_30,"{'numbers': [12, 8, 8, 8, 8, 6, 8, 8, 12, 14, 8, 8, 8, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 14, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 12, 8, 6, 8, 8, 12, 14, 14, 8, 6], 'positions': [[-1.39085524, 6.792848, 14.6285655], [-2.26758914, 5.714328, 16.2716895], [0.33091086, 5.714328, 14.6833363], [0.29765006, 5.606476, 17.6692283], [-0.52555474, 7.920724, 16.2752231], [-2.5985005, 8.79759228, 19.4687975], [-2.3761905, 7.72852028, 19.0241565], [-2.8208095, 9.86666328, 19.9134385], [-2.78832854, 11.317148, 17.5499693], [-0.53283054, 9.540332, 16.2540215], [-0.36704624, 12.673524, 15.2557795], [-1.07020034, 10.2825, 17.5482025], [-1.56131684, 10.021096, 15.0234453], [1.20764476, 6.792848, 16.3264603], [3.80614476, 6.792848, 14.6285655], [1.23726766, 6.816612, 13.1329693], [2.86496806, 4.10386, 16.2867073], [2.92941086, 5.714328, 16.2716895], [5.52791086, 5.714328, 14.6833363], [5.49465006, 5.606476, 17.6692283], [2.89615006, 5.606476, 13.2857975], [4.01298536, 3.533524, 15.2557795], [1.41448536, 3.533524, 15.6992463], [4.67144526, 7.920724, 16.2752231], [2.07294526, 7.920724, 14.6798027], [4.71613946, 7.85126, 13.1312025], [2.8208095, 7.72852028, 19.0241565], [2.3761905, 9.86666328, 19.9134385], [2.40867146, 11.317148, 17.5499693], [5.00717146, 11.317148, 13.4050565], [0.78097106, 13.24386, 16.2867073], [3.37947106, 13.24386, 14.6683185], [4.66416946, 9.540332, 16.2540215], [2.06566946, 9.540332, 14.7010043], [3.34828906, 14.746476, 17.6692283], [4.82995376, 12.673524, 15.2557795], [2.23145376, 12.673524, 15.6992463], [4.12679966, 10.2825, 17.5482025], [1.52829966, 10.2825, 13.4068233], [3.63568316, 10.021096, 15.0234453], [1.03718316, 10.021096, 15.9315805], [6.40464476, 6.792848, 16.3264603], [7.26994526, 7.920724, 14.6798027], [7.7954995, 8.79759228, 19.4687975], [8.0178095, 7.72852028, 19.0241565], [7.5731905, 9.86666328, 19.9134385], [7.60567146, 11.317148, 17.5499693], [5.97797106, 13.24386, 16.2867073], [7.26266946, 9.540332, 14.7010043], [6.23418316, 10.021096, 15.9315805], [2.5984995, 8.79759228, 19.4687975]], 'cell': [5.197, 18.28, 33.044641], 'pbc': [False, False, False]}","[-0.408144055244748, 178.02519968878, 2.90220669797137]"
